iter,rot_x,rot_y,rot_z,rot_w,mean_x,mean_y,mean_z,mean_w,roll,pitch,yaw,mean_roll,mean_pitch,mean_yaw,success_rate
832,-0.739806,-0.398872,0.541838,-0.237112,-0.041187,0.013579,0.128704,0.228124,-2.852178,-0.572622,-2.647112,-0.136255,-0.153588,-0.037664,0.920245
833,-0.929784,0.009923,0.367972,-0.184271,-0.042254,0.013574,0.128992,0.227629,-2.721320,-0.376827,3.130920,-0.139358,-0.153856,-0.033860,0.920245
834,-0.876644,0.451384,0.166573,-0.132093,-0.043254,0.014099,0.129037,0.227198,-2.686358,-0.167353,2.666096,-0.142412,-0.153872,-0.030622,0.920245
835,-0.589967,0.806960,-0.027466,-0.080826,-0.043909,0.015049,0.128849,0.226829,-2.728552,0.027469,2.202090,-0.145509,-0.153655,-0.027948,0.920732
836,-0.144194,0.973138,-0.179470,-0.031458,-0.044029,0.016195,0.128481,0.226520,-2.836414,0.180448,1.717900,-0.148728,-0.153255,-0.025860,0.920732
837,0.345636,0.900106,-0.265227,0.015617,-0.043564,0.017251,0.128010,0.226268,-2.994617,0.268439,1.204163,-0.152128,-0.152752,-0.024391,0.920732
838,0.752340,0.600111,-0.271755,0.059946,-0.042614,0.017946,0.127533,0.226070,3.110278,0.275217,0.673312,-0.148235,-0.152241,-0.023558,0.920732
839,0.968495,0.148591,-0.199845,0.100886,-0.041409,0.018102,0.127143,0.225920,2.953256,0.201200,0.152238,-0.144538,-0.151820,-0.023348,0.920732
840,0.939686,-0.335862,-0.064709,0.137874,-0.040241,0.017681,0.126915,0.225816,2.849439,0.064754,-0.343269,-0.140974,-0.151562,-0.023729,0.915152
841,0.676331,-0.728576,0.108410,0.170670,-0.039389,0.016793,0.126893,0.225750,2.813974,-0.108623,-0.822569,-0.137460,-0.151511,-0.024679,0.915152
842,0.253971,-0.924310,0.284869,0.198587,-0.039040,0.015676,0.127080,0.225718,2.855432,-0.288870,-1.302645,-0.133906,-0.151674,-0.026197,0.915152
843,-0.217244,-0.875553,0.431522,-0.221534,-0.039252,0.014618,0.127441,0.225187,2.982240,-0.446179,-1.814007,-0.130209,-0.152023,-0.028318,0.915152
844,-0.613768,-0.596603,0.517063,-0.239110,-0.039932,0.013894,0.127903,0.224637,-3.089287,-0.543416,-2.370375,-0.133715,-0.152487,-0.031093,0.915152
845,-0.838409,-0.163010,0.520094,-0.251071,-0.040877,0.013685,0.128367,0.224074,-2.827141,-0.546961,-2.949561,-0.136903,-0.152954,-0.034546,0.915152
846,-0.845406,0.314206,0.431930,-0.257278,-0.041828,0.014040,0.128726,0.223505,-2.579646,-0.446631,2.785751,-0.139790,-0.153301,-0.031213,0.915663
847,-0.648572,0.716116,0.257937,-0.257588,-0.042545,0.014869,0.128878,0.222937,-2.393303,-0.260886,2.306741,-0.142451,-0.153428,-0.028452,0.915663
848,-0.319167,0.947503,0.019266,-0.251970,-0.042871,0.015969,0.128749,0.222377,-2.275305,-0.019268,1.895709,-0.144966,-0.153270,-0.026183,0.915663
849,0.042181,0.966209,-0.254283,-0.240429,-0.042771,0.017088,0.128298,0.221832,-2.216247,0.257106,1.527168,-0.147406,-0.152786,-0.024354,0.915663
850,0.327172,0.787949,-0.521627,-0.223286,-0.042335,0.017995,0.127533,0.221308,-2.214806,0.548757,1.177239,-0.149838,-0.151961,-0.022940,0.915663
851,0.372450,0.726807,-0.577090,-0.218689,-0.041848,0.018828,0.126705,0.220791,-2.223728,0.615161,1.097241,-0.152275,-0.151060,-0.021624,0.916168
852,0.372450,0.726807,-0.577090,-0.218689,-0.041362,0.019659,0.125879,0.220275,-2.223728,0.615161,1.097241,-0.154706,-0.150160,-0.020311,0.916168
853,0.372450,0.726807,-0.577090,-0.218689,-0.040877,0.020488,0.125055,0.219761,-2.223728,0.615161,1.097241,-0.157132,-0.149263,-0.019001,0.916168
854,0.372450,0.726807,-0.577090,-0.218689,-0.040393,0.021315,0.124233,0.219247,-2.223728,0.615161,1.097241,-0.159552,-0.148368,-0.017693,0.916168
855,0.372450,0.726807,-0.577090,-0.218689,-0.039910,0.022140,0.123413,0.218735,-2.223728,0.615161,1.097241,-0.161966,-0.147475,-0.016389,0.916168
856,0.372450,0.726807,-0.577090,-0.218689,-0.039428,0.022963,0.122594,0.218224,-2.223728,0.615161,1.097241,-0.164374,-0.146584,-0.015088,0.910714
857,0.372450,0.726807,-0.577090,-0.218689,-0.038947,0.023785,0.121778,0.217714,-2.223728,0.615161,1.097241,-0.166777,-0.145695,-0.013791,0.910714
858,0.372450,0.726807,-0.577090,-0.218689,-0.038468,0.024604,0.120963,0.217206,-2.223728,0.615161,1.097241,-0.169175,-0.144808,-0.012496,0.910714
859,0.372450,0.726807,-0.577090,-0.218689,-0.037990,0.025421,0.120151,0.216698,-2.223728,0.615161,1.097241,-0.171567,-0.143924,-0.011204,0.910714
860,0.372450,0.726807,-0.577090,-0.218689,-0.037512,0.026237,0.119340,0.216192,-2.223728,0.615161,1.097241,-0.173953,-0.143041,-0.009915,0.910714
861,0.273062,0.751725,-0.600288,-0.203861,-0.037152,0.027080,0.118504,0.215704,-2.165661,0.643862,1.222369,-0.176266,-0.142127,-0.008484,0.911243
862,-0.387531,0.707362,-0.591151,0.124156,-0.037558,0.027869,0.117681,0.215598,-1.679679,0.632485,2.071991,-0.178010,-0.141228,-0.006070,0.911243
863,-0.892395,0.362305,-0.269010,0.073143,-0.038549,0.028256,0.117233,0.215433,-1.276113,0.272365,2.755931,-0.179283,-0.140749,-0.002870,0.911243
864,-0.962798,-0.011535,0.269977,0.062346,-0.039618,0.028210,0.117410,0.215256,-1.036574,-0.273369,-3.129613,-0.180275,-0.140903,-0.006489,0.911243
865,-0.631096,-0.091271,0.770317,0.095270,-0.040302,0.028072,0.118165,0.215117,-0.750896,-0.879338,-2.997965,-0.180935,-0.141756,-0.009947,0.911243
866,-0.183731,0.220792,0.957859,0.170279,-0.040468,0.028295,0.119134,0.215065,0.584788,-1.279453,2.264833,-0.180050,-0.143070,-0.007320,0.911765
867,0.086892,0.699246,0.709581,0.280229,-0.040321,0.029069,0.119815,0.215140,1.656928,-0.788903,1.447166,-0.177932,-0.143815,-0.005642,0.911765
868,0.119541,0.957691,0.261796,0.377969,-0.040137,0.030138,0.119979,0.215328,1.848223,-0.264883,1.446617,-0.175597,-0.143954,-0.003969,0.911765
869,0.064858,0.928476,0.365685,0.242818,-0.040016,0.031172,0.120261,0.215360,2.113445,-0.374369,1.501055,-0.172963,-0.144220,-0.002237,0.911765
870,0.031755,0.880401,0.473166,0.059502,-0.039933,0.032148,0.120667,0.215180,2.499630,-0.492881,1.534743,-0.169891,-0.144620,-0.000471,0.911765
871,-0.013594,0.871747,0.489768,-0.107060,-0.039903,0.033112,0.121091,0.214811,2.928165,-0.511823,1.586390,-0.166334,-0.145042,0.001351,0.912281
872,-0.129069,0.887001,0.443362,-0.235212,-0.040005,0.034091,0.121460,0.214294,-2.940638,-0.459346,1.715294,-0.169516,-0.145402,0.003317,0.912281
873,-0.337360,0.862332,0.377588,-0.310475,-0.040346,0.035040,0.121754,0.213693,-2.561546,-0.387190,1.943709,-0.172256,-0.145679,0.005539,0.912281
874,-0.598288,0.726557,0.337884,-0.327129,-0.040984,0.035831,0.122001,0.213075,-2.211838,-0.344667,2.259677,-0.174590,-0.145907,0.008118,0.912281
875,-0.814514,0.455704,0.359027,-0.288360,-0.041868,0.036311,0.122272,0.212501,-1.892637,-0.367226,2.631501,-0.176553,-0.146160,0.011117,0.912281
876,-0.885517,0.102234,0.453220,-0.206533,-0.042832,0.036386,0.122650,0.212023,-1.612029,-0.470375,3.026650,-0.178192,-0.146530,0.014559,0.912791
877,-0.764424,-0.218792,0.606453,0.100435,-0.043654,0.036096,0.123201,0.211896,-1.381178,-0.651593,-2.862827,-0.179563,-0.147106,0.011278,0.912791
878,-0.492001,-0.383511,0.781572,-0.007807,-0.044165,0.035618,0.123951,0.211646,-1.209258,-0.897182,-2.479483,-0.180736,-0.147960,0.008441,0.912791
879,-0.182405,-0.323402,0.928515,-0.096629,-0.044322,0.035209,0.124867,0.211295,-1.120104,-1.190392,-2.084338,-0.181805,-0.149146,0.006060,0.912791
880,0.030246,-0.063995,0.997492,-0.148067,-0.044237,0.035096,0.125858,0.210887,-1.659824,-1.499954,-1.129281,-0.183484,-0.150681,0.004770,0.912791
881,0.063069,0.288866,0.955290,-0.151810,-0.044116,0.035384,0.126800,0.210475,2.489585,-1.270639,1.355837,-0.180450,-0.151952,0.006304,0.913295
882,-0.078516,0.601301,0.795155,-0.106181,-0.044155,0.036026,0.127558,0.210116,2.428949,-0.919264,1.700638,-0.177492,-0.152822,0.008225,0.913295
883,-0.309652,0.782363,0.540392,-0.018571,-0.044455,0.036871,0.128025,0.209857,2.389646,-0.570903,1.947669,-0.174584,-0.153296,0.010421,0.913295
884,-0.517337,0.820656,0.242665,0.095030,-0.044990,0.037758,0.128155,0.209727,2.312950,-0.245112,2.133266,-0.171771,-0.153400,0.012822,0.913295
885,-0.627954,0.777438,-0.035563,0.214850,-0.045649,0.038594,0.127970,0.209733,2.173116,0.035570,2.250228,-0.169121,-0.153186,0.015351,0.913295
886,-0.637731,0.735436,-0.228984,0.317778,-0.046317,0.039380,0.127567,0.209855,1.953393,0.231034,2.285162,-0.166725,-0.152753,0.017912,0.908046
887,-0.605074,0.740986,-0.291249,0.383143,-0.046947,0.040171,0.127095,0.210050,1.670318,0.295532,2.255566,-0.164654,-0.152247,0.020435,0.913793
888,-0.594952,0.762623,-0.253848,0.398102,-0.047564,0.040985,0.126666,0.210262,1.487076,0.256656,2.233309,-0.162794,-0.151787,0.022927,0.913793
889,-0.594952,0.762624,-0.253845,0.398102,-0.048180,0.041797,0.126238,0.210473,1.487069,0.256653,2.233309,-0.160938,-0.151327,0.025414,0.913793
890,-0.594952,0.762624,-0.253845,0.398102,-0.048794,0.042606,0.125811,0.210684,1.487069,0.256653,2.233309,-0.159087,-0.150869,0.027894,0.913793
891,-0.594952,0.762624,-0.253845,0.398102,-0.049407,0.043415,0.125385,0.210894,1.487069,0.256653,2.233309,-0.157239,-0.150411,0.030370,0.913793
892,-0.635913,0.649504,-0.416843,0.416971,-0.050065,0.044094,0.124777,0.211125,1.385229,0.429970,2.345622,-0.155510,-0.149761,0.032965,0.914286
893,-0.546788,0.485889,-0.681861,0.462743,-0.050621,0.044589,0.123873,0.211407,1.132502,0.750304,2.415099,-0.154068,-0.148753,0.035633,0.914286
894,-0.290869,0.428601,-0.855392,0.519929,-0.050890,0.045018,0.122778,0.211752,0.613989,1.026308,2.167047,-0.153208,-0.147439,0.038017,0.914286
895,0.037248,0.505614,-0.861956,0.580810,-0.050791,0.045533,0.121678,0.212165,-0.288275,1.039114,1.497260,-0.153359,-0.146113,0.039647,0.914286
896,0.318255,0.676143,-0.664488,0.636767,-0.050380,0.046237,0.120800,0.212638,-0.864804,0.726809,1.130869,-0.154153,-0.145139,0.040865,0.914286
897,0.452612,0.843999,-0.287765,0.678835,-0.049819,0.047126,0.120345,0.213158,-1.123029,0.291892,1.078554,-0.155233,-0.144651,0.042022,0.914773
898,0.399666,0.898705,0.180546,0.698885,-0.049318,0.048074,0.120412,0.213699,-1.281912,-0.181542,1.152348,-0.156488,-0.144692,0.043258,0.914773
899,0.189841,0.764977,0.615443,0.690458,-0.049052,0.048872,0.120962,0.214229,-1.449882,-0.662948,1.327545,-0.157927,-0.145269,0.044687,0.914773
900,-0.090972,0.438338,0.894195,0.649507,-0.049099,0.049305,0.121822,0.214713,-1.841219,-1.106629,1.775429,-0.159797,-0.146337,0.046610,0.914773
901,-0.339544,-0.012677,0.940505,0.574519,-0.049421,0.049236,0.122730,0.215112,3.131858,-1.224113,-3.104274,-0.156144,-0.147533,0.043113,0.914773
902,-0.470566,-0.469600,0.747023,-0.467091,-0.049888,0.048661,0.123422,0.214356,2.517540,-0.843573,-2.357221,-0.153180,-0.148305,0.040452,0.915254
903,-0.444871,-0.810758,0.380474,-0.332213,-0.050325,0.047709,0.123707,0.213751,2.421600,-0.390309,-2.072649,-0.150328,-0.148573,0.038112,0.915254
904,-0.274656,-0.960420,-0.046454,-0.176875,-0.050574,0.046594,0.123519,0.213319,2.483778,0.046471,-1.849337,-0.147414,-0.148357,0.036024,0.915254
905,-0.007843,-0.910201,-0.414094,0.009917,-0.050526,0.045536,0.122925,0.213094,2.682902,0.426947,-1.579413,-0.144287,-0.147721,0.034239,0.915254
906,0.292395,-0.717258,-0.632492,-0.157774,-0.050148,0.044695,0.122091,0.212685,3.066361,0.684766,-1.183707,-0.140743,-0.146803,0.032895,0.915254
907,0.569902,-0.476779,-0.669248,-0.315279,-0.049464,0.044120,0.121219,0.212102,-2.691005,0.733197,-0.696662,-0.143555,-0.145832,0.032090,0.915730
908,0.785907,-0.282509,-0.550036,-0.451942,-0.048544,0.043760,0.120479,0.211371,-2.248610,0.582407,-0.345085,-0.145873,-0.145030,0.031675,0.915730
909,0.921570,-0.192228,-0.337279,0.559361,-0.047477,0.043500,0.119976,0.211754,-1.962816,0.344025,-0.205639,-0.147872,-0.144492,0.031414,0.915730
910,0.971364,-0.215786,-0.099443,0.630952,-0.046357,0.043215,0.119735,0.212215,-1.775174,0.099608,-0.218598,-0.149660,-0.144224,0.031139,0.915730
911,0.961526,-0.272543,0.034481,0.655020,-0.045251,0.042869,0.119641,0.212701,-1.691398,-0.034488,-0.276203,-0.151353,-0.144104,0.030802,0.915730
912,0.945385,-0.320082,0.061600,0.649421,-0.044165,0.042471,0.119577,0.213180,-1.693861,-0.061639,-0.326459,-0.153044,-0.144013,0.030410,0.916201
913,0.840256,-0.511435,0.180011,0.612475,-0.043196,0.041864,0.119644,0.213617,-1.705604,-0.180998,-0.546767,-0.154745,-0.144054,0.029778,0.916201
914,0.688376,-0.662216,0.295988,0.556227,-0.042396,0.041094,0.119836,0.213992,-1.719251,-0.300490,-0.766031,-0.156456,-0.144225,0.028907,0.916201
915,0.507151,-0.759666,0.407069,-0.482846,-0.041795,0.040219,0.120150,0.213230,-1.735371,-0.419242,-0.982149,-0.158182,-0.144525,0.027802,0.916201
916,0.316595,-0.798929,0.511351,-0.395160,-0.041404,0.039302,0.120577,0.212566,-1.754789,-0.536756,-1.193506,-0.159925,-0.144954,0.026469,0.916201
917,0.135139,-0.782411,0.607923,-0.295725,-0.041211,0.038406,0.121109,0.212012,-1.778887,-0.653442,-1.399762,-0.161690,-0.145508,0.024913,0.916667
918,-0.019962,-0.718378,0.695366,-0.187896,-0.041188,0.037582,0.121734,0.211576,-1.809648,-0.768929,-1.598577,-0.163486,-0.146187,0.023145,0.916667
919,-0.136053,-0.620108,0.772629,-0.075036,-0.041291,0.036866,0.122443,0.211264,-1.850363,-0.882972,-1.786776,-0.165321,-0.146989,0.021175,0.916667
920,-0.205744,-0.504525,0.838525,0.038885,-0.041470,0.036278,0.123221,0.211077,-1.906455,-0.994570,-1.958006,-0.167214,-0.147910,0.019024,0.916667
921,-0.183963,-0.416457,0.890349,0.075054,-0.041625,0.035786,0.124054,0.210929,-1.869136,-1.098111,-1.986756,-0.169062,-0.148942,0.016846,0.916667
922,-0.130912,-0.325452,0.936452,0.014353,-0.041722,0.035395,0.124935,0.210716,-1.588579,-1.212376,-1.953237,-0.170601,-0.150095,0.014710,0.917127
923,-0.148946,-0.243460,0.958406,-0.057103,-0.041838,0.035092,0.125838,0.210426,-1.113947,-1.281364,-2.119837,-0.171623,-0.151321,0.012397,0.917127
924,-0.217558,-0.209236,0.953357,-0.135171,-0.042028,0.034828,0.126734,0.210052,-0.570174,-1.264167,-2.375689,-0.172055,-0.152525,0.009812,0.917127
925,-0.300805,-0.238459,0.923392,-0.218095,-0.042308,0.034533,0.127595,0.209589,-0.206569,-1.176826,-2.471296,-0.172092,-0.153633,0.007130,0.917127
926,-0.363043,-0.326326,0.872761,-0.303845,-0.042654,0.034143,0.128400,0.209034,-0.020843,-1.060829,-2.409405,-0.171929,-0.154612,0.004521,0.917127
927,-0.378591,-0.453246,0.806992,-0.390811,-0.043017,0.033617,0.129132,0.208387,0.064510,-0.939041,-2.266688,-0.171674,-0.155459,0.002070,0.917582
928,-0.335580,-0.591741,0.732959,-0.476838,-0.043332,0.032943,0.129782,0.207649,0.092524,-0.822662,-2.086679,-0.171389,-0.156178,-0.000180,0.917582
929,-0.236563,-0.714825,0.658075,0.559731,-0.043540,0.032138,0.130351,0.208028,0.084200,-0.718259,-1.890390,-0.171114,-0.156783,-0.002215,0.917582
930,-0.093432,-0.802689,0.589034,0.637904,-0.043594,0.031241,0.130844,0.208490,0.050459,-0.629863,-1.686673,-0.170875,-0.157291,-0.004026,0.917582
931,0.005454,-0.832858,0.553460,0.681255,-0.043541,0.030312,0.131298,0.208998,0.021227,-0.586513,-1.564248,-0.170669,-0.157752,-0.005702,0.917582
932,0.009529,-0.835975,0.548684,0.685123,-0.043484,0.029383,0.131746,0.209509,0.038746,-0.580789,-1.559398,-0.170444,-0.158206,-0.007369,0.918033
933,0.126943,-0.866726,0.482361,0.749885,-0.043301,0.028423,0.132122,0.210088,0.347173,-0.503348,-1.425368,-0.169890,-0.158576,-0.008889,0.918033
934,0.316491,-0.818973,0.478662,0.800116,-0.042916,0.027515,0.132493,0.210720,0.678817,-0.499130,-1.202027,-0.168981,-0.158941,-0.010166,0.918033
935,0.481932,-0.670651,0.563887,0.812126,-0.042355,0.026769,0.132954,0.211363,0.989888,-0.599085,-0.947693,-0.167742,-0.159412,-0.011169,0.918033
936,0.536249,-0.450995,0.713470,0.775885,-0.041737,0.026258,0.133574,0.211966,1.270961,-0.794439,-0.699256,-0.166204,-0.160090,-0.011904,0.918033
937,0.431722,-0.223032,0.873998,0.687540,-0.041231,0.025992,0.134365,0.212474,1.528337,-1.063370,-0.476848,-0.164396,-0.161054,-0.012400,0.918478
938,0.179579,-0.061356,0.981828,0.550319,-0.040996,0.025899,0.135268,0.212834,1.816284,-1.379867,-0.329229,-0.162284,-0.162353,-0.012738,0.918478
939,-0.152220,-0.019251,0.988159,0.374549,-0.041114,0.025851,0.136176,0.213006,-1.372672,-1.416755,-3.015792,-0.163573,-0.163689,-0.015936,0.918478
940,-0.469087,-0.107007,0.876645,0.175286,-0.041570,0.025710,0.136964,0.212966,-1.070322,-1.068845,-2.917312,-0.164538,-0.164652,-0.019023,0.918478
941,-0.685883,-0.291712,0.666684,-0.029218,-0.042254,0.025372,0.137527,0.212709,-0.832728,-0.729752,-2.739460,-0.165248,-0.165253,-0.021914,0.918478
942,-0.756476,-0.512792,0.405941,-0.218692,-0.043012,0.024801,0.137812,0.212251,-0.577717,-0.418008,-2.545874,-0.165686,-0.165521,-0.024593,0.918919
943,-0.688255,-0.709655,0.150648,-0.374626,-0.043697,0.024022,0.137826,0.211628,-0.287971,-0.151224,-2.340887,-0.165816,-0.165506,-0.027050,0.918919
944,-0.530097,-0.845997,-0.057329,-0.483426,-0.044212,0.023100,0.137619,0.210892,0.042497,0.057361,-2.130541,-0.165595,-0.165270,-0.029278,0.918919
945,-0.346671,-0.915795,-0.202828,0.536995,-0.044532,0.022107,0.137259,0.211237,0.404388,0.204245,-1.932672,-0.164992,-0.164879,-0.031292,0.918919
946,-0.194105,-0.934333,-0.298907,0.533924,-0.044690,0.021096,0.136798,0.211578,0.771269,0.303547,-1.775630,-0.164002,-0.164384,-0.033136,0.918919
947,-0.104061,-0.920479,-0.376683,-0.480360,-0.044753,0.020102,0.136255,0.210847,1.109613,0.386213,-1.683369,-0.162657,-0.163802,-0.034879,0.913978
948,-0.083888,-0.880572,-0.466428,-0.388340,-0.044794,0.019151,0.135620,0.210215,1.387823,0.485249,-1.665775,-0.161022,-0.163118,-0.036599,0.919355
949,-0.128602,-0.805810,-0.578041,-0.274955,-0.044882,0.018282,0.134868,0.209704,1.568034,0.616326,-1.729055,-0.159200,-0.162296,-0.038382,0.919355
950,-0.231413,-0.683027,-0.692765,-0.159010,-0.045079,0.017544,0.133996,0.209316,1.599770,0.765315,-1.897464,-0.157348,-0.161320,-0.040339,0.919355
951,-0.386603,-0.512608,-0.766662,-0.059052,-0.045438,0.016986,0.133049,0.209034,1.422245,0.873626,-2.216973,-0.155687,-0.160232,-0.042628,0.919355
952,-0.437721,-0.459625,-0.772751,-0.036319,-0.045850,0.016486,0.132098,0.208776,1.335843,0.883165,-2.331789,-0.154120,-0.159136,-0.045033,0.919355
953,-0.479277,-0.479961,-0.734800,-0.030114,-0.046305,0.015965,0.131188,0.208525,1.398283,0.825372,-2.355482,-0.152491,-0.158102,-0.047457,0.919786
954,-0.579507,-0.498324,-0.644860,-0.023052,-0.046864,0.015426,0.130375,0.208283,1.484669,0.700840,-2.431373,-0.150775,-0.157202,-0.049956,0.919786
955,-0.696971,-0.479807,-0.532932,-0.020922,-0.047544,0.014907,0.129680,0.208043,1.537462,0.562062,-2.538683,-0.149008,-0.156449,-0.052562,0.919786
956,-0.813915,-0.418453,-0.403038,-0.022196,-0.048346,0.014454,0.129123,0.207802,1.564427,0.414834,-2.666711,-0.147215,-0.155851,-0.055296,0.919786
